,event,words,real_words,TIME-ARG,PLACE-ARG,REASON-ARG,CASUALTIES-ARG,TYPE-ARG,PARTICIPANT-ARG,INTENSITY-ARG,MAGNITUDE-ARG,NAME-ARG,SPEED-ARG,DEPTH-ARG,AFTER_EFFECTS-ARG,TEMPERATURE-ARG,EPICENTRE-ARG
55,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,NONE,76171,version=1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,NONE,76171,encoding=utf-8>,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,NONE,76171,<DOC>,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,NONE,76171,<BODY>,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,NONE,76171,<DOCID>a60535679caca5cdb6e5b45728cc5e59</DOCID>,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,NONE,76171,<TITLE>पुलवामा,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,NONE,11,में,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,NONE,2451,सुरक्षाबलों,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,NONE,29,का,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,NONE,8886,काफिला,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,NONE,2881,गुजरने,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,NONE,6,के,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,NONE,504,दौरान,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,NONE,76171,IED,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,NONE,3233,धमाका,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,NONE,960,आठ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,NONE,76171,घायल</TITLE>,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,NONE,76171,<DATE>,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,NONE,76171,Updated,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,NONE,13616,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,NONE,76171,Tue,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,NONE,558,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,NONE,76171,Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,NONE,76171,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,NONE,76171,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,NONE,76171,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,NONE,76171,(IST)</DATE>,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,NONE,76171,<ARTICLE>,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,NONE,1823,श्रीनगर,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,NONE,652,पाकिस्तान,0,1,0,0,0,0,0,0,0,0,0,0,0,0
226,NONE,22,की,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,NONE,825,ओर,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,NONE,61,से,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,NONE,2510,आतंकियों,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,NONE,567,द्वारा,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,NONE,76171,पुलवामा,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,NONE,11,में,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,NONE,1847,जाकिर,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,NONE,8957,मूसा,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,NONE,22,की,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,NONE,1068,मौत,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,NONE,29,का,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,NONE,789,बदला,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,NONE,145,लेने,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,NONE,6,के,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,NONE,225,लिए,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,NONE,371,दी,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,NONE,93,गई,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,NONE,401,हमले,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,NONE,22,की,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,NONE,212,सूचना,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,NONE,1845,सोमवार,1,0,0,0,0,0,0,0,0,0,0,0,0,0
248,NONE,51,को,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,NONE,638,सच,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,NONE,489,हो,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,NONE,93,गई,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,NONE,2510,आतंकियों,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,NONE,206,ने,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,NONE,76171,पुलवामा,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,NONE,6,के,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,NONE,76171,अरिहाल,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,NONE,11,में,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,NONE,344,एक,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,NONE,595,सैन्य,0,0,0,0,0,1,0,0,0,0,0,0,0,0
308,NONE,506,वाहन,0,0,0,0,0,1,0,0,0,0,0,0,0,0
309,NONE,51,को,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,NONE,7642,उड़ाने,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,NONE,6,के,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,NONE,225,लिए,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,NONE,506,वाहन,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,NONE,2154,बम,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,NONE,61,से,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,TERRORIST_ATTACK,320,हमला,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,NONE,76,किया,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,NONE,1136,जिसमें,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,NONE,386,छह,0,0,0,1,0,0,0,0,0,0,0,0,0,0
320,NONE,2511,सैन्यकर्मी,0,0,0,1,0,0,0,0,0,0,0,0,0,0
321,NONE,204,और,0,0,0,1,0,0,0,0,0,0,0,0,0,0
322,NONE,190,दो,0,0,0,1,0,0,0,0,0,0,0,0,0,0
323,NONE,2659,ग्रामीणों,0,0,0,1,0,0,0,0,0,0,0,0,0,0
324,NONE,250,समेत,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,NONE,960,आठ,0,0,0,1,0,0,0,0,0,0,0,0,0,0
326,NONE,263,लोग,0,0,0,1,0,0,0,0,0,0,0,0,0,0
327,NONE,1570,घायल,0,0,0,1,0,0,0,0,0,0,0,0,0,0
328,NONE,489,हो,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,NONE,253,गए,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,NONE,76171,pad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
